Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
18028048730,"Apr 8, 2026, 9:50:56 AM",Indoor run,Run,Run 2026-04-08 17:50:56 HUAWEI Fit SE,3340,5.02,181.0,84,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/19129145647.fit.gz,,,3340.0,3340.0,5020.0,0.0,1.503,0.0,0.0,0.0,0.0,0.0,0.0,,,94.0,74.0,181.0,158.0,,,350.0,,,84.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.503,0.0,,,,,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
18019886606,"Apr 7, 2026, 10:26:39 PM",Short Workout,Workout, 2026-04-08 06:26:39 HUAWEI Fit SE,1805,0,136.0,4,,"",,activities/19120799975.fit.gz,,,1805.0,1805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,136.0,107.0,,,145.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
18011341708,"Apr 7, 2026, 10:48:19 AM",Short Reps,Workout, 2026-04-07 18:48:19 HUAWEI Fit SE,905,0,150.0,3,,"",,activities/19112133226.fit.gz,,,905.0,905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,150.0,122.0,,,94.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
18011107809,"Apr 7, 2026, 9:53:35 AM",Indoor Run,Run,Run 2026-04-07 17:53:35 HUAWEI Fit SE,1973,4.28,180.0,47,,"",Adidas Adizero Evo SL,activities/19111896202.fit.gz,,,1973.0,1973.0,4280.0,0.0,2.169,0.0,0.0,0.0,0.0,0.0,0.0,,,91.0,74.0,180.0,153.0,,,282.0,,,47.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.169,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17999895163,"Apr 6, 2026, 12:46:42 PM",Night Workout,Workout, 2026-04-06 20:46:42 HUAWEI Fit SE ,2035,0,155.0,8,,"",,activities/19100527516.fit.gz,,,2035.0,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,155.0,122.0,,,213.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17985666593,"Apr 5, 2026, 9:13:15 AM",Recovery Workout,Workout,HUAWEI Fit SE,3939,6.10,182.0,88,,"",,activities/19086149864.fit.gz,,,3939.0,3939.0,6100.0,3.22,1.549,0.0,0.0,0.0,0.0,0.0,0.0,,,93.0,77.0,182.0,156.0,,,340.0,,,88.0,,,,,,,,,,,0.0,,0.0,,1.0,6100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.549,0.0,,,,6208.0,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
17985667033,"Apr 5, 2026, 8:53:43 AM",Afternoon Walk,Walk,HUAWEI Fit SE,992,0.59,128.0,2,,,Vans Trek,activities/19086150213.fit.gz,,,992.0,992.0,590.0,1.35,0.595,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,54.0,128.0,112.0,,,31.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,29991815.0,,,,,,,,,,,0.595,0.0,,,,868.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17983035663,"Apr 5, 2026, 6:29:49 AM",Afternoon Workout,Workout, 2026-04-05 14:29:49 HUAWEI Fit SE,1330,0,148.0,4,,,,activities/19083486292.fit.gz,,,1330.0,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,148.0,119.0,,,133.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
17982246643,"Apr 4, 2026, 9:23:13 AM",Recovery Run,Run,HUAWEI Fit SE,3689,5.79,184.0,113,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/19082677589.fit.gz,,,3689.0,3689.0,5790.0,3.058,1.57,0.0,0.0,0.0,0.0,0.0,0.0,,,96.0,73.0,184.0,163.0,,,344.0,,,113.0,,,,,,5.0,,,,,0.0,66.0,0.0,,1.0,5790.0,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.57,0.0,,,,6452.0,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
17982018796,"Apr 4, 2026, 9:11:38 AM",Afternoon Walk,Walk,Huawei Fit SE,520,0.65,122.0,1,,,Vans Trek,activities/19082446788.fit.gz,,,520.0,520.0,650.0,1.371,1.25,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,56.0,122.0,114.0,,,32.0,,,1.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,29991815.0,,,,,,,,,,,1.25,0.0,,,,958.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17982042251,"Apr 2, 2026, 10:14:37 PM",Indoor Run,Run, 2026-04-03 06:14:37 Huawei Fit SE,720,1.33,179.0,14,,,Adidas Lite Racer 4.0 Cloudfoam,activities/19082470278.fit.gz,,,720.0,720.0,1330.0,0.0,1.847,0.0,0.0,0.0,0.0,0.0,0.0,,,93.0,68.0,179.0,154.0,,,99.0,,,14.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.847,0.0,,,,,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
17948414373,"Apr 2, 2026, 9:21:57 AM",Indoor Run,Run,Run 2026-04-02 17:21:57 HUAWEI Fit SE,2291,5.22,184.0,97,,,Adidas Adizero Evo SL,activities/19048559508.fit.gz,,,2291.0,2291.0,5220.0,0.0,2.278,0.0,0.0,0.0,0.0,0.0,0.0,,,93.0,89.0,184.0,172.0,,,322.0,,,97.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.278,0.0,,,,,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
17937379669,"Apr 1, 2026, 10:45:41 AM",Indoor Run,Run, 2026-04-01 18:45:41 HUAWEI Fit SE,6214,5.41,125.0,18,,"",Adidas Adizero Evo SL,activities/19037456971.fit.gz,,,6214.0,6214.0,5410.0,0.0,0.871,0.0,0.0,0.0,0.0,0.0,0.0,,,127.0,90.0,125.0,111.0,,,353.0,,,18.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,0.871,0.0,,,,,0.0,,,,,,,1.0,1.0,,,,0.0,,,,""
17937379456,"Apr 1, 2026, 9:34:25 AM",Indoor Run,Run,Run 2026-04-01 17:34:25 HUAWEI Fit SE,2228,4.50,189.0,100,,"",Adidas Adizero Evo SL,activities/19037456717.fit.gz,,,2228.0,2228.0,4500.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,,,91.0,79.0,189.0,172.0,,,293.0,,,100.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.02,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17937379034,"Apr 1, 2026, 9:25:18 AM",Indoor Walk,Walk,Walk 2026-04-01 17:25:18 HUAWEI Fit SE,530,0.63,152.0,3,,"",Vans Trek,activities/19037456211.fit.gz,,,530.0,530.0,630.0,0.0,1.189,0.0,0.0,0.0,0.0,0.0,0.0,,,65.0,55.0,152.0,136.0,,,58.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,29991815.0,,,,,,,,,,,1.189,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17926419663,"Mar 31, 2026, 1:45:33 PM",Indoor Run (Treadmill),Run, 2026-03-31 21:45:33 HUAWEI Fit SE,7244,21.54,190.0,197,,"",Adidas Adizero Evo SL,activities/19026423124.fit.gz,,,7244.0,7244.0,21540.0,0.0,2.973,0.0,0.0,0.0,0.0,0.0,0.0,,,127.0,67.0,190.0,159.0,,,1196.0,,,197.0,,,,,,6.0,,,,,0.0,191.0,0.0,,1.0,,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.973,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17926423333,"Mar 30, 2026, 9:34:09 AM",Indoor Walk,Walk, 2026-03-30 17:34:09 HUAWEI Fit SE,665,0.66,119.0,1,,,Vans Trek,activities/19026426920.fit.gz,,,665.0,665.0,660.0,0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,54.0,119.0,106.0,,,51.0,,,1.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,29991815.0,,,,,,,,,,,0.992,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17903304747,"Mar 29, 2026, 9:14:15 AM",Indoor Run,Run,Run 2026-03-29 17:14:15 HUAWEI Fit SE,1243,3.16,194.0,77,,,Adidas Adizero Evo SL,activities/19003091171.fit.gz,,,1243.0,1243.0,3160.0,0.0,2.542,0.0,0.0,0.0,0.0,0.0,0.0,,,91.0,86.0,194.0,184.0,,,217.0,,,77.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.542,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17903304637,"Mar 29, 2026, 8:38:42 AM",Indoor Walk,Walk, 2026-03-29 16:38:42 HUAWEI Fit SE,1860,2.21,139.0,7,,,Vans Trek,activities/19003091091.fit.gz,,,1860.0,1860.0,2210.0,0.0,1.188,0.0,0.0,0.0,0.0,0.0,0.0,,,61.0,55.0,139.0,126.0,,,174.0,,,7.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,29991815.0,,,,,,,,,,,1.188,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17878621581,"Mar 26, 2026, 3:02:56 PM",Recovery Upper and Lower Body,Workout, 2026-03-26 23:02:56 HUAWEI Fit SE,1875,0,153.0,6,,,,activities/18978166432.fit.gz,,,1875.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,153.0,113.0,,,175.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
17803603649,"Mar 21, 2026, 9:45:59 AM",Indoor Walk,Walk, 2026-03-21 17:45:59 HUAWEI Fit SE,2710,3.02,125.0,8,,,Vans Trek,activities/18902748089.fit.gz,,,2710.0,2710.0,3020.0,0.0,1.114,0.0,0.0,0.0,0.0,0.0,0.0,,,59.0,54.0,125.0,113.0,,,218.0,,,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,29991815.0,,,,,,,,,,,1.114,0.0,,,,,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
17731395437,"Mar 15, 2026, 9:54:45 AM",Outdoor Run,Run,Run 2026-03-15 17:54:45 HUAWEI Fit SE,265,0.81,189.0,11,,,Adidas Adizero Evo SL,activities/18830138357.fit.gz,,,265.0,265.0,810.0,0.0,3.057,0.0,0.0,0.0,0.0,0.0,0.0,,,89.0,87.0,189.0,169.0,,,51.0,,,11.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,3.057,0.0,,,,,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
17731393902,"Mar 15, 2026, 8:48:36 AM",Recovery Walk,Walk, 2026-03-15 16:48:36 HUAWEI Fit SE,3802,3.83,142.0,13,,,Adidas Adizero Evo SL,activities/18830136751.fit.gz,,,3802.0,3802.0,3830.0,0.0,1.007,0.0,0.0,0.0,0.0,0.0,0.0,,,73.0,56.0,142.0,120.0,,,286.0,,,13.0,,,,,,3.0,,,,,0.0,31.0,0.0,,1.0,,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,1.007,0.0,,,,,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
17702244710,"Mar 12, 2026, 9:59:18 PM",Outdoor Run,Run,Run 2026-03-13 05:59:52 HUAWEI Fit SE,1722,2.96,189.0,38,,,Adidas Adizero Evo SL,activities/18800740428.fit.gz,,,1722.0,1272.0,2964.5,8.65,2.331,9.0,7.9,1.0,6.8,3.9,0.0,,,89.0,69.0,189.0,157.0,,,181.0,,,38.0,,,,,,5.0,,,,,0.0,22.0,0.0,,1.0,2978.3,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,1.722,471.5,,,,,0.0,,,,2.341,,,1.0,0.0,,,,0.0,,,,""
17690881320,"Mar 11, 2026, 10:14:15 PM",Indoor Run,Run,Run 2026-03-12 06:14:15 HUAWEI Fit SE,1306,2.79,196.0,57,,,Adidas Lite Racer 4.0 Cloudfoam,activities/18789328145.fit.gz,,,1306.0,1306.0,2790.0,0.0,2.136,0.0,0.0,0.0,0.0,0.0,0.0,,,90.0,71.0,196.0,172.0,,,215.0,,,57.0,,,,,,4.0,,,,,0.0,14.0,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,2.136,0.0,,,,,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
17649296653,"Mar 8, 2026, 12:51:19 PM",Indoor run,Run, 2026-03-08 20:51:19 HUAWEI Fit SE,1127,1.13,100.0,2,,,,activities/18747526000.fit.gz,,,1127.0,1127.0,1130.0,0.0,1.003,0.0,0.0,0.0,0.0,0.0,0.0,,,81.0,57.0,100.0,87.0,,,62.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.003,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17632898789,"Mar 7, 2026, 8:03:23 AM",Short Reps Upper and Lower,Weight Training, 2026-03-07 16:03:23 HUAWEI Fit SE,1110,0,165.0,8,,,,activities/18730947677.fit.gz,,,1110.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,165.0,134.0,,,146.0,,,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17620631157,"Mar 6, 2026, 3:11:36 AM",Indoor Walk,Walk, 2026-03-06 11:11:36 HUAWEI Fit SE,1035,0.65,110.0,2,,,,activities/18718565514.fit.gz,,,1035.0,1035.0,650.0,0.0,0.628,0.0,0.0,0.0,0.0,0.0,0.0,,,65.0,50.0,110.0,95.0,,,65.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17608462044,"Mar 5, 2026, 1:29:48 AM",Upper Body Short Rep,Weight Training, 2026-03-05 09:29:48 HUAWEI Fit SE,595,0,169.0,3,,,,activities/18706347078.fit.gz,,,595.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.0,131.0,,,75.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17601559495,"Mar 4, 2026, 2:45:28 PM",Indoor Walk,Walk, 2026-03-04 22:45:28 HUAWEI Fit SE,905,0.70,84.0,0,,"",,activities/18699472266.fit.gz,,,905.0,905.0,700.0,0.0,0.773,0.0,0.0,0.0,0.0,0.0,0.0,,,79.0,55.0,84.0,66.0,,,33.0,,,0.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.773,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17585981086,"Mar 3, 2026, 10:26:57 AM",Indoor run,Run, 2026-03-03 18:26:57 HUAWEI Fit SE,1195,1.00,98.0,1,,,Adidas Lite Racer 4.0 Cloudfoam,activities/18683862921.fit.gz,,,1195.0,1195.0,1000.0,0.0,0.837,0.0,0.0,0.0,0.0,0.0,0.0,,,106.0,73.0,98.0,80.0,,,68.0,,,1.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,0.837,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17542314714,"Feb 27, 2026, 8:40:59 AM",Squads and Glutes,Weight Training, 2026-02-27 16:40:59 HUAWEI Fit SE,415,0,164.0,4,,,,activities/18639845591.fit.gz,,,415.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,164.0,142.0,,,61.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17528167073,"Feb 26, 2026, 10:06:26 AM",Indoor run,Run, 2026-02-26 18:06:26 HUAWEI Fit SE,1815,1.85,106.0,3,,,Adidas Lite Racer 4.0 Cloudfoam,activities/18625640898.fit.gz,,,1815.0,1815.0,1850.0,0.0,1.019,0.0,0.0,0.0,0.0,0.0,0.0,,,85.0,49.0,106.0,93.0,,,121.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.019,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17519551432,"Feb 25, 2026, 2:55:04 PM",Strength Upper and Lower,Weight Training, 2026-02-25 22:55:04 HUAWEI Fit SE,2760,0,162.0,12,,,,activities/18616996264.fit.gz,,,2760.0,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,162.0,121.0,,,308.0,,,12.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17519551573,"Feb 25, 2026, 2:24:28 PM",Indoor run,Run, 2026-02-25 22:24:28 HUAWEI Fit SE,1815,0.72,117.0,3,,,Adidas Lite Racer 4.0 Cloudfoam,activities/18616996383.fit.gz,,,1815.0,1815.0,720.0,0.0,0.397,0.0,0.0,0.0,0.0,0.0,0.0,,,103.0,67.0,117.0,88.0,,,103.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,0.397,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
